customer_id,store_id,external_customer_id
"90692a54-9e56-4ae0-af37-9933e008bb6d","1b334094-0ca9-4dcf-ae2b-52fd583dbe5e","MA7DZ0AXX6RT0SJ6QM1MA2TNJ8" 
"979ace8e-bf07-4f97-92d0-5795c7180e3e","b4c33c8b-60c0-466d-98df-3d9388161925","0FNFSB24B1DX93ZMX7CX286D6G" 
"cd572871-74e5-4b6f-bc5f-dcebad8798a9","7b031c44-8c0f-43fc-b490-777b3491c123","8P47DPCQWYHGQSHTGP7SAN3R7W" 
"c507a635-3501-4366-a6a1-27c05a2c6b93","d8fd7f55-d278-4c0b-aa39-f9072f9e73a9","1FN98YNHCD0XK65RVQ34MHJS10" 
"db522202-a6dd-4a25-aa06-720de67c842f","33ed88e2-52e8-4d97-8f8b-026f5b1339d2","JS9WZR59R048C5H44D80VXKD1R" 
"daf31094-0038-40e9-83c6-6c0ed01086c3","2023c8fe-2f06-438a-a2db-9459032cee41","67XRDT972RPAVJBZD55MSKQWS0" 
"72254a16-94c7-49b3-a80a-d05c3156027a","1b334094-0ca9-4dcf-ae2b-52fd583dbe5e","ZQQCDFTH55AXARVWH4JJT5PJ08" 
"211f6e3a-90e5-44c6-8836-e67f0bddf3cd","ac4ba8b2-77db-425e-8d01-5e635069138d","93PXJNRR393P11ZZEB9MMMCR8R" 
"03bd5661-a574-4d4c-bedd-edb4dec20b54","ac4ba8b2-77db-425e-8d01-5e635069138d","F09AEQFM9ZCJ83HS35Y35DFBP4" 
"e8463c2a-23ae-44ee-8755-3aa34a55dabc","d8fd7f55-d278-4c0b-aa39-f9072f9e73a9","C6WSYZN2GD6PD3JEKBQBVAWHB4" 
"25842a9d-e7a6-4c8e-9603-bdfd286c724d","3afd26af-13ef-498f-b9f8-82cc42d4091b","R5Z97Q35KPGXCAN2CVYBTTG858" 
"a3d1e9ea-90b7-4602-adfb-d5f30db6f956","296fd039-435e-4d93-8562-7baa33d8c82b","SP8SZPVCAQ3VK931GBDF00HMKM" 
"b3fdcba3-d0cd-41ad-9c32-100bd99b6dc2","dacc2638-0ae9-405a-b788-dd3377ac2aac","MZHPQ1Q56CKERKX4RCFQEYYYER" 
"2376dfaa-3e97-4b01-bb7f-e7dde224a86c","19dbfd6f-715c-4d42-b832-783ca3684c9c","XDGK99WG793WV60MWJ44HRYKQC" 
"8f7f6da5-b6b4-45f3-8f8a-5e64d01d6768","d8fd7f55-d278-4c0b-aa39-f9072f9e73a9","YCP63MP84576KACRZYNZRKJR9W" 
"0ab96e22-ba57-4901-97a4-be3a8fcc8a3e","296fd039-435e-4d93-8562-7baa33d8c82b","739VNJSH45BJ1YY07V2TJVJPEG" 
"fc4dc049-c1a8-4f70-9ec2-280a64c5c138","dacc2638-0ae9-405a-b788-dd3377ac2aac","8T89X39J0X38GSBRC75A9M86MG" 
"e496a71a-7a14-46c9-9118-f9747f09530f","d8fd7f55-d278-4c0b-aa39-f9072f9e73a9","BR2MRGVCS556V17TW5V0P9BY8M" 
"b01e77c8-40dc-41e3-95f4-e3aa920682eb","f10aa2b7-8caa-492a-8e8b-662aaacf268b","X8E033YBDJGHTX8QYAYNDCADDC" 
"3269cc4e-910f-4a78-9ff1-a95a9a5efe31","ac4ba8b2-77db-425e-8d01-5e635069138d","4XTDVADTK7F1KY5SAAJZ7E9XQC" 
"39befb19-cc3d-498d-8f1e-a7de99ea8503","b4c33c8b-60c0-466d-98df-3d9388161925","DJJFVG6YWYDTXZW67BZFPVR17C" 
"920d80eb-88e1-47c6-826c-55b2a8149597","0738258d-652b-47f2-81e0-49e055d01144","P27Y780N9X02SF8CH84CDPW1D4" 
"be53f481-a304-47c3-a8ab-3ee5075ea107","8b1b4a24-e02f-4199-a33d-06348daa4bcf","8GJJ7TVRY0S6XFF9WVWXET4S4C" 
"a245de09-9f1c-42e0-b630-ddcc21fba87e","3d83508d-d4dc-44a1-91bd-7944ad93c6e3","1AAGN5KPY4X2G7TVHT268C08NW" 
"486b9631-a123-4c89-b376-ce1902163482","ac4ba8b2-77db-425e-8d01-5e635069138d","EW8PKFBSSVY6Q59RTC7H7A6VF0" 
"7790847a-d148-4547-8119-c7dd5e5d11bf","ac4ba8b2-77db-425e-8d01-5e635069138d","8J60GG4XNB7KH1VVP00TRJWSPR" 
"0e200219-5a25-42e5-94ad-da60f3a1710d","1acd9af7-fd30-4f73-860f-5d0335ac6d76","8WGTP6NADBAVF8630BF0BTKAQG" 
"4626a696-3c0f-40ac-bd5a-3804e90c3c34","31fa15b7-71a2-4ceb-a6b5-c8201d463e65","19ZVRRE5D2JP4N67PRD3RBKDWR" 
"cb005dfd-e630-4546-9e29-f513ed80c7a9","d8fd7f55-d278-4c0b-aa39-f9072f9e73a9","AMGAWG2VZN44DD4EC8MBKSR2ZG" 
"468bc12b-58c4-4a84-97fd-80452e78daf2","0ff0ac5c-fc1e-4dbc-801e-3d06b38c6065","R02MX91K13ZDQJYK8GZ3C3GYQ4" 
"8d19ab98-a5aa-4748-872a-fa630f0b2621","1b334094-0ca9-4dcf-ae2b-52fd583dbe5e","MQHXNPHYB14YF7FAFQRXEFQ7JR" 
"0d043b5f-5d0b-4581-943d-25ad6284eb82","5a5a3aa7-8a63-4a94-aeda-6f838801f9b2","F5ZK2DHCW8T060V06D5KYC2B54" 
