customer_id,store_id,external_customer_id
"3e6686dc-182c-4a68-a287-e5ea42ffbc4a","e7a101c3-5b68-4ac3-bee9-26a819d33216","DGNNXY8QFKCT2AA91JGP4HFB4W" 
"ab6b0412-5421-470a-b9df-a8e81901eac5","1d7e1252-f8c4-4dd7-b15b-eb710e1f7b4f","WTARPZRQ4DN1PSCMBNE27V47H4" 
"b51d3b98-e3ed-454d-b61a-a09c0d41af6f","0738258d-652b-47f2-81e0-49e055d01144","ZTMXWWQKGFG0AVVH6C1ZAWACKM" 
"7bcab825-38e2-4e3d-8962-2953cce7d0aa","5dc962f0-6068-40be-a879-ad6cb157a758","17FB0KAEA2BVEXBA4ADG2HGFQ8" 
"917ce426-ed5a-47fe-bd24-fed10693dcdc","7f94a33b-3333-4b74-a1c0-a5230e371fa4","6C9XGMZ6XN9RT1570JNN0YEPVG" 
"eb9093c2-d7ee-4a43-bfe6-baa3269241cb","b4c33c8b-60c0-466d-98df-3d9388161925","SC1BRJW1TS9CK8CY785BE6PXPW" 
"98f900a1-0078-4205-bc24-74122ddf301e","ac6931e2-a475-4bde-b7fe-316fbe405a6b","DD4S4268Y57Y73NNJA6FK54K2W" 
"a1f70488-15ba-401b-a729-5e1aafd1ee48","ac4ba8b2-77db-425e-8d01-5e635069138d","P9FK05ZYWYJYFET2B4DTRW65TG" 
"7800e6e9-8af6-4ce3-a9c6-4707e53d8ae5","668a068c-0333-4888-a515-7f544a42b197","M53031GRND0D7FWBRDC7Y3YG58" 
"462e5a98-86ff-4bae-a3f8-62083e76c8d1","3fe90407-9c60-4730-84ce-3d25d3ea5625","G9MPZDZBES2ZX0CZK99F9SGRFM" 
"28d40320-d293-4698-a3ed-ad91736de05e","60b40206-7272-4e78-8ac8-f4badac62adf","ZRM3PQ8X335C8QC0BHSQ6M9WW8" 
"a22b7725-26b3-4489-a0a8-00787a47df13","0d75bc4f-9be7-4932-954a-c0ce6d975630","68DV14Z85P2Z3QXBD5KJJMWA8R" 
"0c21a4d2-9f8e-49ac-bb98-63c8e295bb82","1cb83d8d-c875-413d-9f46-5e76c115cc9d","ZY0B4XQDCGECZDYZ1DQA36KWCM" 
"db24a9d1-b202-42d2-abcc-ea1b1160282a","7b031c44-8c0f-43fc-b490-777b3491c123","QPW73YA0690BZ0HA9CX2VG01ER" 
"ed0377bf-7a24-44e3-b205-33cd71dfe8d6","7b031c44-8c0f-43fc-b490-777b3491c123","XCB8RQHBSN4RZY361QZ9V0FXDR" 
"15535391-eb23-4392-b0ff-1afb3d4eb743","d38747d3-d564-4e2e-a966-220983714531","7ND9JDPYP1V7KA7JB9Y9QWHDP0" 
"b7dcb608-73b4-42e6-a613-22d8a0edbc40","28f0a53c-a401-4b3c-a558-50f1c28ae962","7KQEZDWRT82ANX8QDRS80PYHJR" 
"9735a03e-373c-4106-b126-742d8501824c","ac4ba8b2-77db-425e-8d01-5e635069138d","8CFGNWFVX1ZPH8H9V3BFJW0KDM" 
"7edb88ed-a59f-4b32-a248-ac2e024cd2cf","deecc38c-5f61-4d88-8cba-44dd26ca4e79","QGHQTV3B2N1KQES6C2E2BR63J0" 
"ec04cadc-3aa7-436b-ae8a-7395880821aa","deecc38c-5f61-4d88-8cba-44dd26ca4e79","008HPP0HQ97G771RQ7068VZ39C" 
"d0ab55ea-3150-4795-abf2-e52204ea1519","deecc38c-5f61-4d88-8cba-44dd26ca4e79","342REZR54D2QF9TG7BYQY3W8VM" 
"d5c9a710-5364-4f07-9cc7-6ff2a01d42f9","b69ae7ca-e16a-43fd-bc1a-8c4585da630f","VEAMW65ZS45EH5APZVEWPHHN6W" 
"0719caa5-21a8-4b2e-a116-046f53c1d1f6","78457700-35cc-486d-a05c-7266fb3f7f30","R9QC4KA8TCN6WATM6FKN5NN3SW" 
"758ed906-def6-4ab9-9060-872d7c553331","43a5fcd4-829e-4eac-a69e-c7e2dc693d78","3JD3P7YSVH28K3EKAK44V8M170" 
"af352238-f1dc-4ff2-8029-cf19e2e6a7c1","1acd9af7-fd30-4f73-860f-5d0335ac6d76","CVNTG7XKWYK8HFSTWJV85MD9JG" 
"1541e624-77bf-4329-a47f-70af7b50b41d","ac4ba8b2-77db-425e-8d01-5e635069138d","RZK4A96BFWY3MRYBVA2B0PR80M" 
"0fcfe1d6-965f-4b9e-8829-cb817aa505dd","ac4ba8b2-77db-425e-8d01-5e635069138d","ZTYZFERCMXE23XY7SY8MBGN1F8" 
"ce971ae9-1a7b-4b6b-af7f-3d1a3c86538c","ac4ba8b2-77db-425e-8d01-5e635069138d","91X4T6JX3PRS1VCEG4RDX6QNC8" 
"03d07bd3-47d6-4f51-80d0-6f198a67e2b2","deecc38c-5f61-4d88-8cba-44dd26ca4e79","8JC2WZ4E9N6KDBFFSFC7T055VM" 
"841b56cd-10ed-43fb-a456-06cd1d525436","435cbf7e-a6f8-4595-a3b0-d509c7c52518","SNMXRNQSKKMVHAK0Q9T795PQ94" 
"ca8145ab-16db-46ca-8a04-22f75193ab9b","ac4ba8b2-77db-425e-8d01-5e635069138d","SSZW4SY0C5F68JXWBRWF5TEAZ0" 
"8e1057c6-9fbf-4edf-b020-807cfd60a5a8","ac6931e2-a475-4bde-b7fe-316fbe405a6b","M85XB1GH7JVGW1MGNTD1Q0KK0M" 
"fc8ea471-f46f-40a6-913a-42daebc25e78","60be91ce-770f-4442-9785-439fefdbc32a","REMXCXRBJS18FC4QGKP9YMXK0G" 
